PEDIDO;PRODUCTO;RUTA;TIPO;VUELO_INSTANCIA
16-04-34-UMMS-298-0000021;16-04-34-UMMS-298-0000021-PROD-0001;null → UMMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-UMMS-0241-2025-10-05
15-20-49-SEQM-346-0000272;15-20-49-SEQM-346-0000272-PROD-0001;null → SEQM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SEQM-0334-2025-10-05
16-06-34-OERK-206-0000257;16-06-34-OERK-206-0000257-PROD-0001;null → OERK (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OERK-0545-2025-10-05
16-07-09-OJAI-226-0000001;16-07-09-OJAI-226-0000001-PROD-0001;null → OJAI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OJAI-0519-2025-10-05
16-08-20-OSDI-335-0000016;16-08-20-OSDI-335-0000016-PROD-0001;null → OSDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OSDI-0414-2025-10-05
16-01-59-SVMI-346-0000105;16-01-59-SVMI-346-0000105-PROD-0001;null → SVMI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SVMI-0724-2025-10-05
16-12-22-OPKC-260-0000015;16-12-22-OPKC-260-0000015-PROD-0001;null → OPKC (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OPKC-0517-2025-10-05
16-12-49-VIDP-239-0000017;16-12-49-VIDP-239-0000017-PROD-0001;null → VIDP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-VIDP-0544-2025-10-05
16-04-55-SABE-287-0000006;16-04-55-SABE-287-0000006-PROD-0001;null → SABE (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SABE-0041-2025-10-05
16-14-31-OSDI-333-0000008;16-14-31-OSDI-333-0000008-PROD-0001;null → OSDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OSDI-0414-2025-10-05
16-15-45-OJAI-239-0000179;16-15-45-OJAI-239-0000179-PROD-0001;null → OJAI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OJAI-0519-2025-10-05
16-16-18-EKCH-332-0000008;16-16-18-EKCH-332-0000008-PROD-0001;null → EKCH (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EKCH-0149-2025-10-05
16-10-38-SLLP-263-0000249;16-10-38-SLLP-263-0000249-PROD-0001;null → SLLP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SLLP-2133-2025-10-05
16-18-10-LOWW-314-0000065;16-18-10-LOWW-314-0000065-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
16-17-58-SBBR-201-0000273;16-17-58-SBBR-201-0000273-PROD-0001;null → SBBR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SBBR-0623-2025-10-05
17-00-43-EDDI-212-0000022;17-00-43-EDDI-212-0000022-PROD-0001;null → EDDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EDDI-0200-2025-10-05
17-00-59-LDZA-264-0000074;17-00-59-LDZA-264-0000074-PROD-0001;null → LDZA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LDZA-0556-2025-10-05
17-02-19-OOMS-277-0000220;17-02-19-OOMS-277-0000220-PROD-0001;null → OOMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OOMS-0349-2025-10-05
17-02-26-OAKB-214-0000138;17-02-26-OAKB-214-0000138-PROD-0001;null → OAKB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OAKB-0424-2025-10-05
17-02-22-EKCH-322-0000053;17-02-22-EKCH-322-0000053-PROD-0001;null → EKCH (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EKCH-0149-2025-10-05
16-19-44-SVMI-254-0000016;16-19-44-SVMI-254-0000016-PROD-0001;null → SVMI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SVMI-0724-2025-10-05
17-03-09-UMMS-247-0000009;17-03-09-UMMS-247-0000009-PROD-0001;null → UMMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-UMMS-0241-2025-10-05
17-06-03-OYSN-211-0000054;17-06-03-OYSN-211-0000054-PROD-0001;null → OYSN (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OYSN-0351-2025-10-05
17-07-37-LDZA-323-0000130;17-07-37-LDZA-323-0000130-PROD-0001;null → LDZA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LDZA-0556-2025-10-05
17-14-05-OJAI-303-0000023;17-14-05-OJAI-303-0000023-PROD-0001;null → OJAI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OJAI-0519-2025-10-05
17-14-39-OERK-210-0000196;17-14-39-OERK-210-0000196-PROD-0001;null → OERK (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OERK-0545-2025-10-05
17-18-36-OAKB-249-0000003;17-18-36-OAKB-249-0000003-PROD-0001;null → OAKB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OAKB-0424-2025-10-05
17-19-13-OYSN-303-0000016;17-19-13-OYSN-303-0000016-PROD-0001;null → OYSN (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OYSN-0351-2025-10-05
17-19-30-LBSF-229-0000096;17-19-30-LBSF-229-0000096-PROD-0001;null → LBSF (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LBSF-0622-2025-10-05
17-23-42-OSDI-307-0000004;17-23-42-OSDI-307-0000004-PROD-0001;null → OSDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OSDI-0414-2025-10-05
17-15-47-SKBO-324-0000015;17-15-47-SKBO-324-0000015-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
18-01-27-LOWW-348-0000181;18-01-27-LOWW-348-0000181-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
18-05-51-OPKC-230-0000132;18-05-51-OPKC-230-0000132-PROD-0001;null → OPKC (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OPKC-0517-2025-10-05
18-05-53-LOWW-277-0000068;18-05-53-LOWW-277-0000068-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
18-08-05-LOWW-229-0000147;18-08-05-LOWW-229-0000147-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
18-01-38-SEQM-230-0000174;18-01-38-SEQM-230-0000174-PROD-0001;null → SEQM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SEQM-0334-2025-10-05
18-11-46-OAKB-307-0000014;18-11-46-OAKB-307-0000014-PROD-0001;null → OAKB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OAKB-0424-2025-10-05
18-14-32-LDZA-299-0000123;18-14-32-LDZA-299-0000123-PROD-0001;null → LDZA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LDZA-0556-2025-10-05
18-17-00-EDDI-246-0000285;18-17-00-EDDI-246-0000285-PROD-0001;null → EDDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EDDI-0200-2025-10-05
18-22-15-OPKC-286-0000062;18-22-15-OPKC-286-0000062-PROD-0001;null → OPKC (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OPKC-0517-2025-10-05
18-15-45-SABE-282-0000012;18-15-45-SABE-282-0000012-PROD-0001;null → SABE (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SABE-0041-2025-10-05
18-22-15-EKCH-349-0000025;18-22-15-EKCH-349-0000025-PROD-0001;null → EKCH (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EKCH-0149-2025-10-05
18-14-25-SKBO-238-0000018;18-14-25-SKBO-238-0000018-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
19-00-34-OPKC-257-0000008;19-00-34-OPKC-257-0000008-PROD-0001;null → OPKC (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OPKC-0517-2025-10-05
18-22-43-EDDI-295-0000292;18-22-43-EDDI-295-0000292-PROD-0001;null → EDDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EDDI-0200-2025-10-05
18-16-30-SGAS-329-0000012;18-16-30-SGAS-329-0000012-PROD-0001;null → SGAS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SGAS-0610-2025-10-05
19-00-14-EDDI-256-0000015;19-00-14-EDDI-256-0000015-PROD-0001;null → EDDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EDDI-0200-2025-10-05
18-16-33-SKBO-314-0000228;18-16-33-SKBO-314-0000228-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
19-01-23-LBSF-350-0000200;19-01-23-LBSF-350-0000200-PROD-0001;null → LBSF (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LBSF-0622-2025-10-05
18-21-12-SABE-303-0000004;18-21-12-SABE-303-0000004-PROD-0001;null → SABE (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SABE-0041-2025-10-05
19-04-15-OYSN-251-0000199;19-04-15-OYSN-251-0000199-PROD-0001;null → OYSN (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OYSN-0351-2025-10-05
19-05-17-OERK-345-0000008;19-05-17-OERK-345-0000008-PROD-0001;null → OERK (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OERK-0545-2025-10-05
19-05-22-OMDB-233-0000018;19-05-22-OMDB-233-0000018-PROD-0001;null → OMDB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OMDB-0455-2025-10-05
19-10-11-LATI-335-0000207;19-10-11-LATI-335-0000207-PROD-0001;null → LATI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LATI-0459-2025-10-05
19-05-42-SUAA-233-0000002;19-05-42-SUAA-233-0000002-PROD-0001;null → SUAA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SUAA-2233-2025-10-05
19-12-51-OAKB-272-0000019;19-12-51-OAKB-272-0000019-PROD-0001;null → OAKB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OAKB-0424-2025-10-05
19-14-58-VIDP-284-0000094;19-14-58-VIDP-284-0000094-PROD-0001;null → VIDP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-VIDP-0544-2025-10-05
19-12-59-UMMS-297-0000204;19-12-59-UMMS-297-0000204-PROD-0001;null → UMMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-UMMS-0241-2025-10-05
19-13-17-OERK-210-0000219;19-13-17-OERK-210-0000219-PROD-0001;null → OERK (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OERK-0545-2025-10-05
19-16-32-LATI-210-0000008;19-16-32-LATI-210-0000008-PROD-0001;null → LATI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LATI-0459-2025-10-05
19-17-24-EHAM-289-0000005;19-17-24-EHAM-289-0000005-PROD-0001;null → EHAM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EHAM-0112-2025-10-05
19-21-37-LATI-299-0000110;19-21-37-LATI-299-0000110-PROD-0001;null → LATI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LATI-0459-2025-10-05
19-15-44-SCEL-321-0000108;19-15-44-SCEL-321-0000108-PROD-0001;null → SCEL (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SCEL-0020-2025-10-05
19-23-28-OYSN-322-0000017;19-23-28-OYSN-322-0000017-PROD-0001;null → OYSN (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OYSN-0351-2025-10-05
20-00-37-OSDI-292-0000128;20-00-37-OSDI-292-0000128-PROD-0001;null → OSDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OSDI-0414-2025-10-05
19-16-47-SEQM-205-0000003;19-16-47-SEQM-205-0000003-PROD-0001;null → SEQM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SEQM-0334-2025-10-05
20-06-18-EHAM-314-0000012;20-06-18-EHAM-314-0000012-PROD-0001;null → EHAM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EHAM-0112-2025-10-05
20-00-45-SUAA-334-0000170;20-00-45-SUAA-334-0000170-PROD-0001;null → SUAA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SUAA-2233-2025-10-05
20-00-04-SGAS-301-0000013;20-00-04-SGAS-301-0000013-PROD-0001;null → SGAS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SGAS-0610-2025-10-05
20-07-18-LKPR-267-0000003;20-07-18-LKPR-267-0000003-PROD-0001;null → LKPR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LKPR-0532-2025-10-05
20-07-04-SEQM-348-0000061;20-07-04-SEQM-348-0000061-PROD-0001;null → SEQM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SEQM-0334-2025-10-05
20-08-53-SKBO-206-0000015;20-08-53-SKBO-206-0000015-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
20-11-30-SUAA-312-0000235;20-11-30-SUAA-312-0000235-PROD-0001;null → SUAA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SUAA-2233-2025-10-05
20-20-02-OAKB-292-0000018;20-20-02-OAKB-292-0000018-PROD-0001;null → OAKB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OAKB-0424-2025-10-05
20-13-55-SUAA-207-0000186;20-13-55-SUAA-207-0000186-PROD-0001;null → SUAA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SUAA-2233-2025-10-05
20-20-09-LBSF-261-0000202;20-20-09-LBSF-261-0000202-PROD-0001;null → LBSF (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LBSF-0622-2025-10-05
20-22-22-EKCH-246-0000092;20-22-22-EKCH-246-0000092-PROD-0001;null → EKCH (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EKCH-0149-2025-10-05
20-22-26-LKPR-216-0000012;20-22-26-LKPR-216-0000012-PROD-0001;null → LKPR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LKPR-0532-2025-10-05
20-23-17-OERK-258-0000075;20-23-17-OERK-258-0000075-PROD-0001;null → OERK (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OERK-0545-2025-10-05
21-00-35-LBSF-346-0000013;21-00-35-LBSF-346-0000013-PROD-0001;null → LBSF (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LBSF-0622-2025-10-05
21-00-37-OYSN-346-0000091;21-00-37-OYSN-346-0000091-PROD-0001;null → OYSN (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OYSN-0351-2025-10-05
20-23-24-OMDB-299-0000023;20-23-24-OMDB-299-0000023-PROD-0001;null → OMDB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OMDB-0455-2025-10-05
20-20-33-SBBR-235-0000006;20-20-33-SBBR-235-0000006-PROD-0001;null → SBBR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SBBR-0623-2025-10-05
20-18-40-SEQM-276-0000022;20-18-40-SEQM-276-0000022-PROD-0001;null → SEQM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SEQM-0334-2025-10-05
21-02-50-EHAM-296-0000016;21-02-50-EHAM-296-0000016-PROD-0001;null → EHAM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EHAM-0112-2025-10-05
21-03-49-LKPR-333-0000001;21-03-49-LKPR-333-0000001-PROD-0001;null → LKPR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LKPR-0532-2025-10-05
20-22-45-SVMI-241-0000081;20-22-45-SVMI-241-0000081-PROD-0001;null → SVMI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SVMI-0724-2025-10-05
21-09-01-OPKC-323-0000268;21-09-01-OPKC-323-0000268-PROD-0001;null → OPKC (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OPKC-0517-2025-10-05
21-09-46-OOMS-308-0000013;21-09-46-OOMS-308-0000013-PROD-0001;null → OOMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OOMS-0349-2025-10-05
21-00-50-SKBO-206-0000141;21-00-50-SKBO-206-0000141-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
21-10-04-OOMS-300-0000288;21-10-04-OOMS-300-0000288-PROD-0001;null → OOMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OOMS-0349-2025-10-05
21-03-43-SLLP-291-0000090;21-03-43-SLLP-291-0000090-PROD-0001;null → SLLP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SLLP-2133-2025-10-05
21-17-08-LATI-325-0000002;21-17-08-LATI-325-0000002-PROD-0001;null → LATI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LATI-0459-2025-10-05
21-12-00-SUAA-285-0000008;21-12-00-SUAA-285-0000008-PROD-0001;null → SUAA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SUAA-2233-2025-10-05
21-21-13-LOWW-324-0000021;21-21-13-LOWW-324-0000021-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
21-14-47-SVMI-281-0000024;21-14-47-SVMI-281-0000024-PROD-0001;null → SVMI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SVMI-0724-2025-10-05
21-16-02-SABE-281-0000001;21-16-02-SABE-281-0000001-PROD-0001;null → SABE (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SABE-0041-2025-10-05
21-22-12-OYSN-219-0000001;21-22-12-OYSN-219-0000001-PROD-0001;null → OYSN (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OYSN-0351-2025-10-05
21-22-47-EHAM-206-0000038;21-22-47-EHAM-206-0000038-PROD-0001;null → EHAM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EHAM-0112-2025-10-05
21-22-54-OERK-292-0000006;21-22-54-OERK-292-0000006-PROD-0001;null → OERK (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OERK-0545-2025-10-05
21-17-46-SUAA-275-0000013;21-17-46-SUAA-275-0000013-PROD-0001;null → SUAA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SUAA-2233-2025-10-05
21-18-04-SCEL-341-0000205;21-18-04-SCEL-341-0000205-PROD-0001;null → SCEL (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SCEL-0020-2025-10-05
22-01-58-LOWW-203-0000251;22-01-58-LOWW-203-0000251-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
22-03-16-OAKB-242-0000131;22-03-16-OAKB-242-0000131-PROD-0001;null → OAKB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OAKB-0424-2025-10-05
21-21-38-SLLP-311-0000137;21-21-38-SLLP-311-0000137-PROD-0001;null → SLLP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SLLP-2133-2025-10-05
21-22-29-SLLP-243-0000002;21-22-29-SLLP-243-0000002-PROD-0001;null → SLLP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SLLP-2133-2025-10-05
21-22-44-SLLP-239-0000223;21-22-44-SLLP-239-0000223-PROD-0001;null → SLLP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SLLP-2133-2025-10-05
22-06-50-LDZA-247-0000002;22-06-50-LDZA-247-0000002-PROD-0001;null → LDZA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LDZA-0556-2025-10-05
22-00-17-SGAS-305-0000007;22-00-17-SGAS-305-0000007-PROD-0001;null → SGAS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SGAS-0610-2025-10-05
22-00-19-SLLP-346-0000276;22-00-19-SLLP-346-0000276-PROD-0001;null → SLLP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SLLP-2133-2025-10-05
22-02-27-SABE-316-0000079;22-02-27-SABE-316-0000079-PROD-0001;null → SABE (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SABE-0041-2025-10-05
22-01-42-SVMI-292-0000189;22-01-42-SVMI-292-0000189-PROD-0001;null → SVMI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SVMI-0724-2025-10-05
22-08-52-OYSN-263-0000114;22-08-52-OYSN-263-0000114-PROD-0001;null → OYSN (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OYSN-0351-2025-10-05
22-09-44-UMMS-223-0000013;22-09-44-UMMS-223-0000013-PROD-0001;null → UMMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-UMMS-0241-2025-10-05
22-11-54-OERK-325-0000003;22-11-54-OERK-325-0000003-PROD-0001;null → OERK (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OERK-0545-2025-10-05
22-05-50-SVMI-301-0000011;22-05-50-SVMI-301-0000011-PROD-0001;null → SVMI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SVMI-0724-2025-10-05
22-06-31-SKBO-291-0000002;22-06-31-SKBO-291-0000002-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
22-21-00-UMMS-327-0000209;22-21-00-UMMS-327-0000209-PROD-0001;null → UMMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-UMMS-0241-2025-10-05
22-21-40-OYSN-253-0000280;22-21-40-OYSN-253-0000280-PROD-0001;null → OYSN (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OYSN-0351-2025-10-05
22-17-45-SUAA-318-0000024;22-17-45-SUAA-318-0000024-PROD-0001;null → SUAA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SUAA-2233-2025-10-05
23-01-18-UMMS-348-0000041;23-01-18-UMMS-348-0000041-PROD-0001;null → UMMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-UMMS-0241-2025-10-05
23-06-41-OPKC-249-0000014;23-06-41-OPKC-249-0000014-PROD-0001;null → OPKC (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OPKC-0517-2025-10-05
23-05-04-OMDB-260-0000239;23-05-04-OMDB-260-0000239-PROD-0001;null → OMDB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OMDB-0455-2025-10-05
23-08-11-LATI-256-0000014;23-08-11-LATI-256-0000014-PROD-0001;null → LATI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LATI-0459-2025-10-05
23-12-06-OMDB-325-0000024;23-12-06-OMDB-325-0000024-PROD-0001;null → OMDB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OMDB-0455-2025-10-05
23-15-39-OSDI-287-0000247;23-15-39-OSDI-287-0000247-PROD-0001;null → OSDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OSDI-0414-2025-10-05
23-16-08-EDDI-240-0000298;23-16-08-EDDI-240-0000298-PROD-0001;null → EDDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EDDI-0200-2025-10-05
23-09-19-SLLP-268-0000008;23-09-19-SLLP-268-0000008-PROD-0001;null → SLLP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SLLP-2133-2025-10-05
23-12-33-SBBR-279-0000028;23-12-33-SBBR-279-0000028-PROD-0001;null → SBBR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SBBR-0623-2025-10-05
23-23-44-OPKC-227-0000098;23-23-44-OPKC-227-0000098-PROD-0001;null → OPKC (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OPKC-0517-2025-10-05
23-23-49-EKCH-234-0000286;23-23-49-EKCH-234-0000286-PROD-0001;null → EKCH (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EKCH-0149-2025-10-05
23-15-58-SKBO-203-0000265;23-15-58-SKBO-203-0000265-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
